Compound Name,SMILES Representation
Ipratropium bromide,"['CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]', 'CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-]']"
Irbesartan,['CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5']
Irinotecan,"['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7', 'CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7']"
Isoniazid,['C1=CN=CC=C1C(=O)NN']
Isotretinoin,"['CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C', 'CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\\C(=O)O)/C)/C']"
Isradipine,['CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC']
Itraconazole,"['CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl', 'CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl']"
Ivacaftor,['CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C']
Ixabepilone,"['CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C', 'C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C']"
Ketanserin,['C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O']
Ketoprofen,['CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O']
Ketorolac,['C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O']
Lacidipine,"['CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C', 'CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C']"
Lafutidine,"['C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3', 'C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\\CNC(=O)CS(=O)CC3=CC=CO3']"
Lamivudine,"['C1C(OC(S1)CO)N2C=CC(=NC2=O)N', 'C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N']"
Lamotrigine,['C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N']
Lansoprazole,['CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F']
Lapatinib,['CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl']
Laquinimod,['CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O']
Leflunomide,['CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F']
Lenalidomide,['C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N']
Lenvatinib,['COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl']
Letrozole,['C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3']
Levetiracetam,"['CCC(C(=O)N)N1CCCC1=O', 'CC[C@@H](C(=O)N)N1CCCC1=O']"
Levocarnitine,"['C[N+](C)(C)CC(CC(=O)[O-])O', 'C[N+](C)(C)C[C@@H](CC(=O)[O-])O']"
Levofloxacin,"['CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O', 'C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O']"
Levonorgestrel,"['CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34', 'CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34']"
Levosimendan,"['CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N', 'C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N']"
Levothyroxine,"['C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N', 'C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N']"
Lidocaine,['CCN(CC)CC(=O)NC1=C(C=CC=C1C)C']
Linagliptin,"['CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C', 'CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C']"
Linezolid,"['CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F', 'CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F']"
Lomustine,['C1CCC(CC1)NC(=O)N(CCCl)N=O']
Lopinavir,"['CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O', 'CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O']"
Loratadine,['CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1']
Lornoxicam,['CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3']
Lovastatin,"['CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C', 'CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C']"
Lubiprostone,"['CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F', 'CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F']"
Luliconazole,"['C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl', 'C1[C@H](S/C(=C(\\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl']"
Lumiracoxib,['CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O']
Macitentan,['CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br']
Manidipine,['CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC']
Mechlorethamine,['CN(CCCl)CCCl']
Meclofenamic acid,['CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl']
Mefenamic acid,['CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C']
Megestrol Acetate,"['CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C', 'CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C']"
Melatonin,['CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC']
Meloxicam,['CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O']
Melphalan,"['C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl', 'C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl']"
Menadione,['CC1=CC(=O)C2=CC=CC=C2C1=O']
Mepacrine,['CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC']
Mercaptopurine,['C1=NC2=C(N1)C(=S)N=CN2']
Meropenem,"['CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O', 'C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O']"
Mesalamine,['C1=CC(=C(C=C1N)C(=O)O)O']
Metformin,['CN(C)C(=N)N=C(N)N']
Methazolamide,['CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C']
Methenamine,['C1N2CN3CN1CN(C2)C3']
Methimazole,['CN1C=CNC1=S']
Methocarbamol,['COC1=CC=CC=C1OCC(COC(=O)N)O']
Methotrexate,"['CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O', 'CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O']"
Methoxsalen,['COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2']
Methscopolamine,"['C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C', 'C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C']"
Methyclothiazide,['CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl']
Methylprednisolone,"['CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O', 'C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O']"
Metronidazole,['CC1=NC=C(N1CCO)[N+](=O)[O-]']
Milrinone,['CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2']
Mirabegron,"['C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O', 'C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O']"
Mirtazapine,['CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4']
Mitomycin,"['CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N', 'CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N']"
Mitotane,['C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl']
Mitoxantrone,['C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO']
Moclobemide,['C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl']
Moxonidine,['CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC']
Mycophenolate mofetil,"['CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O', 'CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\\C)/CCC(=O)OCCN3CCOCC3)O']"
Mycophenolic acid,"['CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O', 'CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\\C)/CCC(=O)O)O']"
Natamycin,"['CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O', 'C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O']"
Nateglinide,"['CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O', 'CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O']"
Nebivolol,['C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O']
Nelarabine,"['COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N', 'COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N']"
Nelfinavir,"['CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O', 'CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O']"
Nevirapine,['CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4']
Nialamide,['C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2']
Niclosamide,['C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O']
Nicorandil,['C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]']
Nicotinamide,['C1=CC(=CN=C1)C(=O)N']
Nilotinib,['CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5']
Nilutamide,['CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C']
Nilvadipine,['CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C']
Nimesulide,['CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2']
Nisoldipine,['CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC']
Nitisinone,['C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]']
Nitrendipine,['CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C']
Nizatidine,"['CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C', 'CN/C(=C\\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C']"
Norethindrone,"['CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34', 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34']"
Olaparib,['C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F']
Omeprazole,['CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC']
Orlistat,"['CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O', 'CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O']"
Ornidazole,['CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]']
Ouabain,"['CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O', 'C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O']"
Oxaliplatin,"['C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]', 'C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]']"
Oxaprozin,['C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3']
Oxethazaine,['CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2']
Oxyphenbutazone,['CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3']
Paclitaxel,"['CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C', 'CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C']"
Palbociclib,['CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C']
Pazopanib,['CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N']
Pemetrexed,"['C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O', 'C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O']"
Pentostatin,"['C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O', 'C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O']"
Phenylbutazone,['CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3']
Phenytoin,['C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3']
Pipobroman,['C1CN(CCN1C(=O)CCBr)C(=O)CCBr']
Piracetam,['C1CC(=O)N(C1)CC(=O)N']
Pirfenidone,['CC1=CN(C(=O)C=C1)C2=CC=CC=C2']
Piroxicam,['CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3']
Plicamycin,"['CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O', 'C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O']"
Pomalidomide,['C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N']
Ponatinib,['CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5']
Posaconazole,"['CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F', 'CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F']"
Potassium iodide,['[K+].[I-]']
Pralatrexate,"['C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O', 'C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O']"
Pramipexole,"['CCCNC1CCC2=C(C1)SC(=N2)N', 'CCCN[C@H]1CCC2=C(C1)SC(=N2)N']"
Prasugrel,['CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4']
Praziquantel,['C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2']
Priftin,"['CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C', 'C[C@H]1/C=C/C=C(\\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)/C']"
Prilocaine,['CCCNC(C)C(=O)NC1=CC=CC=C1C']
Primidone,['CCC1(C(=O)NCNC1=O)C2=CC=CC=C2']
Procarbazine,['CC(C)NC(=O)C1=CC=C(C=C1)CNNC']
Progesterone,"['CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C', 'CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C']"
Propylthiouracil,['CCCC1=CC(=O)NC(=S)N1']
Protionamide,['CCCC1=NC=CC(=C1)C(=S)N']
Prucalopride,['COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl']
Pyrazinamide,['C1=CN=C(C=N1)C(=O)N']
Pyrimethamine,['CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl']
Quinine,"['COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O', 'COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O']"
Raloxifene,['C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O']
Ramelteon,"['CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3', 'CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3']"
Ramipril,"['CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O', 'CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O']"
Ranitidine,"['CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C', 'CN/C(=C\\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C']"
Ranolazine,['CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O']
Rebamipide,['C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl']
Regorafenib,['CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F']
Repaglinide,"['CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O', 'CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O']"
Reserpine,"['COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC', 'CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC']"
Retapamulin,"['CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C', 'C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC4C[C@H]5CC[C@@H](C4)N5C)C']"
Ribavirin,"['C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N', 'C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N']"
Ridaforolimus,"['CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC', 'C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OP(=O)(C)C)C)/C)O)OC)C)C)/C)OC']"
Rifabutin,"['CC1C=CC=C(C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C', 'C[C@H]1/C=C/C=C(\\C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)/C']"
Rifampicin,"['CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C', 'C[C@H]1/C=C/C=C(\\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C']"
Rilpivirine,"['CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N', 'CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N']"
Riluzole,['C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N']
Rimantadine,['CC(C12CC3CC(C1)CC(C3)C2)N']
Rimonabant,['CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl']
